product_title,Brand,RAM,Storage SSD,Windows,Color,Price,Rating,Processor,Screen
"New Microsoft Surface Laptop5 15"" Intel evo 12 Gen i7 / 8GB / 256GB Platinum with Windows 11 Home, Microsoft 365 Family 30-Day Trial & Xbox Game Pass Ultimate 30-Day Trial",New,8GB,8GB ,Windows 11,,97990,3.1,i7,
"Dell 15, Intel Core i5 13th Gen-1334U, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MSO 2024, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 15 Month McAfee, Thin & Light, Laptop",Dell,16GB,16GB ,Windows 11,,57926,3.7,i5,
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (24GB RAM/1TB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K100TEIN",Lenovo,24GB,24GB ,Windows 11,,90990,4.1,i7,
"HP Laptop 15, Intel Core i5-1335U-13th Gen, (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, Iris Xe, FHD Camera w/Shutter",HP,16GB,16GB ,Windows 11,,55990,4.0,i5,
"Lenovo ThinkBook 16, AMD Ryzen 7 7735HS, 16GB RAM, 512GB SSD, WUXGA IPS 16"", Windows 11 Home, Office 2024, 1.7kg, 21MWA0R4IN, Backlit Keyboard, Fingerprint, 300 Nits, 1Y Warranty, Aluminium Top Laptop",Lenovo,16GB,16GB ,Windows 11,,68490,4.3,Ryzen 7,
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 8840HS 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83KA004SIN",Lenovo,16GB,16GB ,Windows 11,,67490,4.8,Ryzen 7,
"Acer Aspire Lite, AMD Ryzen 7-7730U, 16 GB RAM, 512 GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home, MS Office, Steel Gray, 1.59 KG, AL15-41, Thin and Light Laptop",Acer,16GB,16 GB ,Windows 11,,46990,4.0,Ryzen 7,
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",Lenovo,16GB,16 GB,Windows 11,,54150,4.0,i5,
"Lenovo LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00NYIN AI Gaming Laptop",Lenovo,6GB,6GB ,Windows 11,,79990,4.3,Ryzen 5,
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021",HP,16GB,16 GB,Windows 11,,44200,5.0,i3,
"Dell 15, Intel Core 3, 14th Gen-100U, 8GB DDR4, 512GB SSD, FHD IPS, 15.6""/39.62cm, Win 11, Office H&S 2024, Carbon Black, 1.63Kg, Dell 15, Intel UHD Graphics, 120Hz 250 nit, Thin & Light, Laptop",Dell,8GB,8GB ,Windows 11,,39990,4.0,,
"Thomson 15.6 Inch In-N15I Windows 11, Intel Corei3 12Th Gen 1215U (8GB DDR / 512GB SSD/Backlight Keyboard) Window 11 (Stylish, 1.65Kg, Ultra Performance/Grey Brush) Notebook",Thomson,8GB,8GB ,Windows 11,,26490,2.5,i3,15.6
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/DOS/Backlit Keyboard/Fingerprint/Arctic Grey/ 1Y Onsite/1.41 kg), 21JKS1FR00",Lenovo,16GB,16GB ,,,82490,4.0,i7,
"HP 15 Laptop, AMD Ryzen 5 7520U (16GB DDR5,512GB SSD) Win11,M365 Basic(1yr)*Office Home24, Anti-Glare,15.6''/39.6cm,FHD,Backlit KB,FHD Camera w/Privacy Shutter,Radeon Graphics, Silver,1.59kg FC0690AU",HP,16GB,16GB ,Windows 11,,45990,3.9,Ryzen 5,
"HP 15, AMD Ryzen 7 5825U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge,15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.59kg, fc0476AU, Radeon Graphics, FHD Camera w/Shutter, Backlit Laptop",HP,16GB,16GB ,Windows 11,,49990,4.0,Ryzen 7,
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM,512GB SSD,FHD,14,60Hz,42WHrs,Windows 11,M365 Basic (1Year)*,Office Home 2024,Mixed Black,Backlit KB,1.38 kg E1404FA-NK5542WS, Thin & Light Laptop",ASUS,16GB,16GB ,Windows 11,,42990,4.5,Ryzen 5,
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver",Apple,16GB,16GB ,,,92699,4.7,,
"acer Aspire Lite, 13th Gen, Intel Core i7-13620H Processor, 16GB RAM, 512GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home,MS Office Pure Silver, 1.70 kg, AL15-52H, Backlit kB,Thin and Light Laptop",acer,16GB,16GB ,Windows 11,,58990,4.0,i7,
"STRIFF Laptop Tabletop Stand, Adjustable Laptop Computer Stand, Multi-Angle, Portable Foldable Laptop Riser Notebook Holder Compatible for 9 to 15.6 Laptops (Black)",STRIFF,,,,,199,4.2,,
"Dell SmartChoice G15-5530, Intel Core i5 13th Gen - 13450HX, NVIDIA RTX 3050-6GB, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11 Home, MS Office 21, Dark Shadow Grey, 2.65Kg Gaming Laptop",Dell,6GB,6GB,Windows 11,,77787,4.0,i5,
"HP 15 (2025), AMD Ryzen 3 7335U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon Graphics/Windows 11 pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MSO 2024 / Copilot Key AI PC",HP,8GB,8 GB ,Windows 11,,37400,,Ryzen 3,
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS1CT00",Lenovo,16GB,16GB ,Windows 11,,94990,3.7,i7,
"New Microsoft Surface Laptop5 15"" Intel evo 12 Gen i7 / 8GB / 256GB Platinum with Windows 11 Home, Microsoft 365 Family 30-Day Trial & Xbox Game Pass Ultimate 30-Day Trial",New,8GB,8GB ,Windows 11,,97990,3.1,i7,
"Dell 15, Intel Core i5 13th Gen-1334U, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MSO 2024, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 15 Month McAfee, Thin & Light, Laptop",Dell,16GB,16GB ,Windows 11,,57926,3.7,i5,
"Lenovo IdeaPad 5 2-in-1 Convertible Laptop, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, WUXGA OLED 400Nit, 14""/35.5cm, Windows 11, Office Home 2024, Grey, 1.5kg, 83KX004RIN, FPR, 1Yr ADP Free",Lenovo,16GB,16GB ,Windows 11,,88800,4.2,i7,
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",Samsung,16GB,16GB ,Windows 11,,55750,4.1,i5,
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver",Apple,16GB,16GB ,,,92699,4.7,,
"Lenovo ThinkBook 16, AMD Ryzen 7 7735HS, 16GB RAM, 512GB SSD, WUXGA IPS 16"", Windows 11 Home, 1.7kg, 21MWA0AUIN, Backlit Keyboard, Fingerprint, 300 Nits, 1Y Warranty, Aluminium Top Laptop",Lenovo,16GB,16GB ,Windows 11,,63990,3.7,Ryzen 7,
"Lenovo LOQ, AMD Ryzen 5 7235HS, RTX 3050A-4GB, 12GB RAM, 512GB SSD, [FHD], 15.6""/39.6cm, 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 83JC00HNIN, 3 Mon. Game Pass, Gaming Laptop",Lenovo,4GB,4GB,Windows 11,,62516,4.1,Ryzen 5,
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop",HP,6GB,6GB ,Windows 11,,74990,3.9,Ryzen 7,
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PBIN",Lenovo,8GB,8GB ,Windows 11,,45490,3.8,i3,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8 GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Cool Silver, 1.70 kg, X1504VA-BQ321WS, Laptop",ASUS,8GB,8 GB ,Windows 11,,36990,4.2,i3,
"acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",acer,16GB,16 GB ,Windows 11,,37990,4.0,i3,
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/DOS/Backlit Keyboard/Fingerprint/Arctic Grey/ 1Y Onsite/1.41 kg), 21JKS1FR00",Lenovo,16GB,16GB ,,,82490,4.0,i7,
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (24GB RAM/1TB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K100TEIN",Lenovo,24GB,24GB ,Windows 11,,90990,4.1,i7,
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.62Kg), 83ER00KPIN",Lenovo,16GB,16GB ,Windows 11,,50600,3.9,i5,
"ASUS Vivobook 14 (2025),13th Gen, Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm) Windows 11 Home, M365 Basic(1 Year)* Office 2024,Cool Silver,1.4 Kg, X1404VA-EB321WS, Thin & Light Laptop",ASUS,8GB,8GB ,Windows 11,,36300,5.0,i3,
"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.63 Kg) E1504FA-NJ132WS",ASUS,8GB,8GB ,Windows 11,,37990,4.0,Ryzen 5,
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",Lenovo,16GB,16GB ,,,44890,3.8,Ryzen 5,
"Lenovo IdeaPad Slim 1, AMD Ryzen 5 5500U, 16GB RAM, 512GB SSD, HD, 15.6"", Windows 11 Home, MS Office 21, Cloud Grey, 1.61Kg, 82R400ERIN, Integrated AMD Graphics, 1Yr ADP Free, Thin and Light Laptop",Lenovo,16GB,16GB ,Windows 11,,42000,4.0,Ryzen 5,
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, FHD 14""(1920 x 1080), Windows 11, Office Home 2024, M365 Basic (1Year)*, Black, 1.38kg, E1404FA-EB2522WS, AMD Radeon iGPU Laptop",ASUS,8GB,8GB ,Windows 11,,37325,5.0,Ryzen 5,
Ultimus Pentium Quad Core Laptop|Dual Storage eMMC+SSD Expandable~1TB|1.2Kg|180° Hinge|Win 11 Home|4GB RAM 128GB|Ultra-Thin Bezel|2.0x1 3.0x1 USB HDMI SD Card Slot | ‎Dual Speaker|Gray|NU14U8INB43SN,Ultimus,4GB,1TB,Windows 11,,12990,3.2,,
"HP 255 G10 Laptop for Home or Work, 16GB RAM DDR5, 512GB SSD, 15.6"" Full HD, Ryzen 3 7335U (Beats Intel i5-1135G7), HDMI, USB-C, Windows 11",HP,16GB,16GB ,Windows 11,,40599,4.2,Ryzen 3,
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS1CT00",Lenovo,16GB,16GB ,Windows 11,,94990,3.7,i7,
"Thomson 15.6 Inch In-N15I Windows 11, Intel Corei3 12Th Gen 1215U (8GB DDR / 512GB SSD/Backlight Keyboard) Window 11 (Stylish, 1.65Kg, Ultra Performance/Grey Brush) Notebook",Thomson,8GB,8GB ,Windows 11,,26490,2.5,i3,15.6
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (24GB RAM/1TB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K100TEIN",Lenovo,24GB,24GB ,Windows 11,,90990,4.1,i7,
"Dell 15, Intel Core i5 13th Gen-1334U, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MSO 2024, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 15 Month McAfee, Thin & Light, Laptop",Dell,16GB,16GB ,Windows 11,,57926,3.7,i5,
Ultimus Pentium Quad Core Laptop|Dual Storage eMMC+SSD Expandable~1TB|1.2Kg|180° Hinge|Win 11 Home|4GB RAM 128GB|Ultra-Thin Bezel|2.0x1 3.0x1 USB HDMI SD Card Slot | ‎Dual Speaker|Gray|NU14U8INB43SN,Ultimus,4GB,1TB,Windows 11,,12990,3.2,,
"Primebook 2 Pro 2025 (New Launch) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",Primebook,8GB,8GB ,,,19990,4.4,,
"HP 255 G10 Laptop for Home or Work, 16GB RAM DDR5, 512GB SSD, 15.6"" Full HD, Ryzen 3 7335U (Beats Intel i5-1135G7), HDMI, USB-C, Windows 11",HP,16GB,16GB ,Windows 11,,40599,4.2,Ryzen 3,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 16GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Quiet Blue, 1.70 kg, X1504VA-BQ342WS, Laptop",ASUS,16GB,16GB ,Windows 11,,40990,4.2,i3,
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",Lenovo,8GB,8GB ,Windows 11,,32999,4.0,,
"ASUS Vivobook Go 15, 7000 Series, AMD Ryzen 3 7320U, 8 GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Mixed Black, 1.63 kg, E1504FA-BQ2322WS, Laptop",ASUS,8GB,8 GB ,Windows 11,,38990,4.2,Ryzen 3,
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN",Lenovo,8GB,8GB,Windows 11,,37999,4.0,Ryzen 5,
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",Lenovo,16GB,16GB ,Windows 11,,44890,4.0,Ryzen 5,
"Thomson 15.6 Inch In-N15I Windows 11, Intel Corei3 12Th Gen 1215U (8GB DDR / 512GB SSD/Backlight Keyboard) Window 11 (Stylish, 1.65Kg, Ultra Performance/Grey Brush) Notebook",Thomson,8GB,8GB ,Windows 11,,26490,2.5,i3,15.6
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/DOS/Backlit Keyboard/Fingerprint/Arctic Grey/ 1Y Onsite/1.41 kg), 21JKS1FR00",Lenovo,16GB,16GB ,,,82490,4.0,i7,
"Lenovo ThinkBook 16 AMD Ryzen 5 7535HS (8GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0BRIN",Lenovo,8GB,8GB ,Windows 11,,47100,4.0,Ryzen 5,
"Portable Touchscreen, 15.6"" 1080P 60Hz Laptop Monitor, Lightweight Dual USB C HDMI Second Gaminig Display with Speakers, Travel Monitor for PS4/5 Xbox Switch MAC PC Phone",Portable,,,,,16999,4.1,,
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS",ASUS,16GB,16GB ,Windows 11,,67990,4.0,i7,
"HP Pavilion Plus, Intel Core i5-1335U-13th Gen Laptop, (16GB LPDDR5x,512GB SSD),IPS, 300 nits, 14''(35.6cm) 2K,Win 11, M365 Basic(1yr), Office Home 24, Silver,1.38kg, 5MP Camera w/Shutter, ew0107TU",HP,16GB,16GB ,Windows 11,,61990,3.6,i5,
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey",Lenovo,16GB,16GB,Windows 11,,49999,4.2,Ryzen 7,
Ienovo ThinkPad L14 | InteI Core i5 11th Gen Processor | 8GB RAM/256GB SSD | 14″ FHD Display | Win 10 | A+ Condition Laptop (Refab),Ienovo,8GB,8GB ,Windows 10,,28995,5.0,i5,
"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",Primebook,8GB,8GB ,,,22990,4.3,,
"Dyazo Water Resistant Laptop Sleeve/Laptop case/laptop cover with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",Dyazo,,,,,298,4.3,,15
"Dell 15, Intel Core 3, 14th Gen-100U, 8GB DDR4, 512GB SSD, FHD IPS, 15.6""/39.62cm, Win 11, Office H&S 2024, Carbon Black, 1.63Kg, Dell 15, Intel UHD Graphics, 120Hz 250 nit, Thin & Light, Laptop",Dell,8GB,8GB ,Windows 11,,39990,4.0,,
Ultimus APEX5 Laptop Intel core i5 12th Gen 1235U Laptop 8GB RAM 512GB SSD Expandable~1TB FHD IPS 14.1 Win 11 Home ‎DDR4 SDRAM 3xUSB ‎SD Card Slot Iris Xe Graphics MS Office 365 (Trial) Silver,Ultimus,8GB,8GB ,Windows 11,,33990,3.7,i5,
